,hotel_name,app_name,category,permit_day,address,permit_date,keido,ido,year,age,count
180,京都西陣の宿,"有限会社　賢商
代表取締役　金山　賢次",簡易宿所,H28.01.19,京都市上京区小川通上立売下る上小川町１２４番地８,2016-01-19 00:00:00,135.75464391,35.03109513,2016,2010,1
2062,ひとこえ　高瀬庵,"株式会社　ピッコロカーサ
代表取締役　田中　克典",簡易宿所,H28.01.19,京都市下京区河原町通松原上る清水町４５４番地２５,2016-01-19 00:00:00,135.76852644,34.99973692,2016,2010,1
2063,ＢＪ　Ｆａｍｉｌｙ　Ｉｎｎ　（ＢＪファミリーイン）,"森本　翠
　",簡易宿所,H28.01.20,京都市下京区七条通加茂川筋西入稲荷町456番地2,2016-01-20 00:00:00,135.76628534,34.98941835,2016,2010,1
743,永巧舎一号館,"大薮　巧
　",簡易宿所,H28.01.22,京都市中京区壬生西大竹町２３番地,2016-01-22 00:00:00,135.73289628,35.00732203,2016,2010,1
744,永巧舎二号館,"大薮　巧
　",簡易宿所,H28.01.22,京都市中京区壬生西大竹町２３番地,2016-01-22 00:00:00,135.73289628,35.00732203,2016,2010,1
3156,Ｓｔｙｌｅ　＆　Ｌｉｓｈ,"株式会社　smily　partners
代表取締役　岡田　元",ホテル,H28.01.22,京都市伏見区羽束師菱川町385番地5,2016-01-22 00:00:00,135.71513566,34.93294535,2016,2010,1
2064,鈴　六条町家,"株式会社　レアル
代表取締役　児玉　舟",簡易宿所,H28.01.25,京都市下京区油小路通六条上る卜味金仏町１７８番地６,2016-01-25 00:00:00,135.7538503,34.9942539,2016,2010,1
1391,Theatre and Library Residence ‐Kyoto Imagumano‐,"吉原　理江子
　",簡易宿所,H28.01.26,京都市東山区今熊野南日吉町１４８番地５９,2016-01-26 00:00:00,135.77966452,34.98461627,2016,2010,1
2065,宿や　平岩,"株式会社　平岩
代表取締役　平岩　道康",旅館,H28.01.27,京都市下京区二ノ宮町通上ノ口上る早尾町314番地,2016-01-27 00:00:00,135.76627967,34.99299859,2016,2010,1
509,聖護院　ねねこ,"高橋　信也
　",簡易宿所,H28.01.27,京都市左京区聖護院円頓美町２２番地１２,2016-01-27 00:00:00,135.77996377,35.0177104,2016,2010,1
508,聖護院　ななこ,"高橋　信也
　",簡易宿所,H28.01.27,京都市左京区聖護院円頓美町２２番地１１,2016-01-27 00:00:00,135.77996654,35.01775484,2016,2010,1
2066,ＣＡＭＰＴＯＮ　Ⅰ,"ＣＡＭＰＴＯＮ株式会社
代表取締役　小野　暢夫",簡易宿所,H28.01.28,京都市下京区新町通六条下る艮町８６２番地３,2016-01-28 00:00:00,135.75643899,34.99323179,2016,2010,1
2067,御宿　東浅井詰所,"一般社団法人　東浅井詰所
代表理事　山口　重臣",簡易宿所,H28.01.29,京都市下京区諏訪町通六条下る上柳町２０６番地２,2016-01-29 00:00:00,135.75912207,34.99365956,2016,2010,1
510,コウメノハナレ,"梅谷　康則
　",簡易宿所,H28.01.29,京都市左京区古川町通三条上る二丁目東門前町５２３番地６,2016-01-29 00:00:00,135.77885848,35.01038605,2016,2010,1
28,笹舟庵,"山田　篤志
　",簡易宿所,H28.01.29,京都市北区紫野北舟岡町18番地10,2016-01-29 00:00:00,135.74117563,35.03687221,2016,2010,1
1392,Sakaiya Apartment in Toufukuji,"株式会社　サカヰヤ
代表取締役　中出　光博",簡易宿所,H28.02.01,京都市東山区福稲柿本町２２番地７　南側２階部分,2016-02-01 00:00:00,135.76885757,34.97906383,2016,2010,1
745,山居　（サンキョ）,"合同会社　町舗
代表社員　張　華",簡易宿所,H28.02.02,京都市中京区姉小路通油小路東入宮木町462番地,2016-02-02 00:00:00,135.75399979,35.00981377,2016,2010,1
746,Ｎａｚｕｎａ京都　二条城別邸,"株式会社　Ｙｕｍｅｇｕｒａｓｈｉ
代表取締役　大門　真悟",簡易宿所,H28.02.04,京都市中京区油小路通二条上る薬屋町５８０番地１,2016-02-04 00:00:00,135.75350248,35.01462726,2016,2010,1
2594,京御宿　杏,"ナカニシ株式会社
代表取締役　中西　佳代子",簡易宿所,H28.02.09,京都市南区西九条院町２３番地１０,2016-02-09 00:00:00,135.75661436,34.98227712,2016,2010,1
181,ゲストハウスＵｎｉｔｅｄ,"金谷　沙織
　",簡易宿所,H28.02.09,京都市上京区御前通今出川上る鳥居前町６６４番地７４,2016-02-09 00:00:00,135.73753438,35.03130602,2016,2010,1
2992,グローバルケア蚕ノ社,"小田垣　侃
　",簡易宿所,H28.02.09,京都市右京区太秦森ケ東町８番地,2016-02-09 00:00:00,135.71274509999998,35.0157599,2016,2010,1
747,Ｎａｚｕｎａ　京都　二条城,"株式会社　Ｙｕｍｅｇｕｒａｓｈｉ
代表取締役　大門　真悟",簡易宿所,H28.02.09,京都市中京区油小路通夷川下る薬屋町５８０番地,2016-02-09 00:00:00,135.75362747,35.01469948,2016,2010,1
2068,Jasmine １,"マツムラトレーディング株式会社
代表取締役　松村　康史",簡易宿所,H28.02.10,京都市下京区高辻通大宮西入坊門町835番地1,2016-02-10 00:00:00,135.74839785,34.99998117,2016,2010,1
2069,Jasmine ２,"マツムラトレーディング株式会社
代表取締役　松村　康史",簡易宿所,H28.02.10,京都市下京区高辻通大宮西入坊門町835番地1,2016-02-10 00:00:00,135.74839785,34.99998117,2016,2010,1
2070,優結庵,"株式会社　ファミリアリンク
代表取締役　柏木　祐介",簡易宿所,H28.02.10,京都市下京区二人司町１番地１７,2016-02-10 00:00:00,135.74628437,34.99155681,2016,2010,1
2595,流雲荘,"日新株式会社
代表取締役　王　士煒",簡易宿所,H28.02.12,京都市南区東九条松田町９９番地,2016-02-12 00:00:00,135.75394795,34.97488887,2016,2010,1
2596,京都駅　茜家,"株式会社宏羽
代表取締役　周　家茜",簡易宿所,H28.02.15,京都市南区西九条藤ノ木町１１番地１７,2016-02-15 00:00:00,135.75165912,34.98362417,2016,2010,1
1394,園ハウス２階,"有限会社　アナザー・ワールド
取締役　カーティスハーズ",簡易宿所,H28.02.15,京都市東山区建仁寺町四条下る四丁目小松町５６３番地１２,2016-02-15 00:00:00,135.77525629,35.00033412,2016,2010,1
1393,園ハウス１階,"有限会社　アナザー・ワールド
取締役　カーティスハーズ",簡易宿所,H28.02.15,京都市東山区建仁寺町四条下る四丁目小松町５６３番地１２,2016-02-15 00:00:00,135.77525629,35.00033412,2016,2010,1
2071,小林芳三商店,"小林　晴夫
　",簡易宿所,H28.02.18,京都市下京区七条通新町西入夷之町７０３番地,2016-02-18 00:00:00,135.75601695,34.989071,2016,2010,1
511,懐古庵　小町,"株式会社　懐古庵
代表取締役　鷲尾　澄子",簡易宿所,H28.02.18,京都市左京区新高倉通孫橋上る法皇寺町４３２番地,2016-02-18 00:00:00,135.77635037,35.01055269,2016,2010,1
3083,ゲストハウス　嵐,"後藤　美善
　",簡易宿所,H28.02.19,京都市西京区嵐山中尾下町４８番地,2016-02-19 00:00:00,135.67777263,35.01077155,2016,2010,1
512,福寿庵,"株式会社　懐古庵
代表取締役　鷲尾　澄子",簡易宿所,H28.02.19,京都市左京区新高倉通仁王門下る福本町４２６番地５,2016-02-19 00:00:00,135.77693086,35.01101099,2016,2010,1
1395,京都のお宿　侘助,"髙嶋　奈津子
　",簡易宿所,H28.02.19,京都市東山区耳塚通五条下る二丁目蛭子町北組２６１番地１０,2016-02-19 00:00:00,135.77423409,35.00358939,2016,2010,1
2072,あおしだ,"吉本　博貴
　",簡易宿所,H28.02.19,京都市下京区諏訪開町１番地１５,2016-02-19 00:00:00,135.74738430000002,34.99086799,2016,2010,1
748,二条　椿や,"久保田　幸二
　",簡易宿所,H28.02.22,京都市中京区西ノ京池ノ内町１６番地２０,2016-02-22 00:00:00,135.74645052,35.01043308,2016,2010,1
1397,本町新五丁目ノース,"木村　隆之
　",簡易宿所,H28.02.22,京都市東山区本町新五丁目１６７番地５,2016-02-22 00:00:00,135.76924608,34.99106548,2016,2010,1
1396,本町新五丁目サウス,"株式会社　ルームマーケット
代表取締役　平野　準",簡易宿所,H28.02.22,京都市東山区本町新五丁目１６７番地６,2016-02-22 00:00:00,135.76924052,34.99100437,2016,2010,1
182,バタフライ町屋,"Butterfly Real Estate Development株式会社
代表取締役　リン・レー",簡易宿所,H28.02.22,京都市上京区室町通上長者町下る清和院町570番地,2016-02-22 00:00:00,135.75834908,35.02279603,2016,2010,1
749,和樂,"株式会社ＭＢＣ
代表取締役　古我　知史",簡易宿所,H28.02.24,京都市中京区猪熊通六角下る六角猪熊町６０５番地,2016-02-24 00:00:00,135.75053078,35.00656399,2016,2010,1
2073,京町家の宿　794inn　清水五条,"株式会社　ＳＯＬＩＤ　ＢＯＮＤ
代表取締役　西山　豊",簡易宿所,H28.02.24,京都市下京区堺町通五条上る俵屋町２３９番地２,2016-02-24 00:00:00,135.76341315,34.99761761,2016,2010,1
750,karaksa hotel Kyoto　Ⅰ,"株式会社からくさホテルズ関西
代表取締役　久森　健二",ホテル,H28.02.25,京都市中京区壬生坊城町１２番地１３,2016-02-25 00:00:00,135.746709,35.00383362,2016,2010,1
1398,ＳＯＭＥＲＳＥＴ 清水五条,"株式会社　冨浪文華堂
代表取締役　冨浪　喜久子",簡易宿所,H28.02.25,京都市東山区問屋町通五条下る二丁目上人町４４３番地１,2016-02-25 00:00:00,135.76833495,34.99465958,2016,2010,1
751,左馬寮庵,"小川　敬也
　",簡易宿所,H28.02.26,京都市中京区西ノ京左馬寮町２０番地１５,2016-02-26 00:00:00,135.7373151,35.01962102,2016,2010,1
2597,大西,"大西　智道
　",簡易宿所,H28.02.26,京都市南区東九条中札辻町２７番地３,2016-02-26 00:00:00,135.76221397,34.97700548,2016,2010,1
2075,蓮容庵,"高山　傑
　",簡易宿所,H28.02.26,京都市下京区楊梅通新町東入上柳町２２３番地１７,2016-02-26 00:00:00,135.75752214,34.99580659,2016,2010,1
2074,本願寺ＨＯＵＳＥ,"Ｈｕｇｏ　Ｃａｐｉｔａｌ　ＬＬＣ合同会社
代表社員　クリスチャン・ランジェレ",簡易宿所,H28.02.26,京都市下京区仏具屋町通五条下る上錫屋町７４番地１の１,2016-02-26 00:00:00,135.75619173,34.99493443,2016,2010,1
2598,ＫＹＯＳＴＡＹいろは　もみじ邸,"株式会社　東寺ハウジング
代表取締役　古田　彰男",簡易宿所,H28.02.29,京都市南区西九条蔵王町１１番地１７,2016-02-29 00:00:00,135.7532091,34.98011337,2016,2010,1
183,スズキゲストハウス,"鈴木　健朗
　",簡易宿所,H28.02.29,京都市上京区竹屋町通千本東入主税町９８６番地,2016-02-29 00:00:00,135.74516437,35.017551899999994,2016,2010,1
513,ゲストハウス　遺芳庵,"株式会社　日本の窓
代表取締役　ルガシ・アブラハム",簡易宿所,H28.02.29,京都市左京区新間之町通二条下る頭町３６２番地８,2016-02-29 00:00:00,135.77601981,35.01212755,2016,2010,1
1399,オリエント五条坂,"株式会社ゲストハウスイン
代表取締役　中村　淳",簡易宿所,H28.02.29,京都市東山区五条橋東六丁目４９８番地１，４９８番地２,2016-02-29 00:00:00,135.77553695,34.99469575,2016,2010,1
2599,流蘇,"日和株式会社
代表取締役　王　涇梁",簡易宿所,H28.03.01,京都市南区西九条東柳ノ内町５８番地の７,2016-03-01 00:00:00,135.75309246,34.97596653,2016,2010,1
752,二条じゅらく庵,"谷　進太郎
　",簡易宿所,H28.03.01,京都市中京区聚楽廻松下町１１番地３１,2016-03-01 00:00:00,135.73871496,35.0196516,2016,2010,1
1400,ゲストハウス　青雲庵,"株式会社　日本の窓
代表取締役　ルガシ・アブラハム",簡易宿所,H28.03.01,京都市東山区智恩院古門前通大和大路東入三丁目古西町３２３番地８,2016-03-01 00:00:00,135.77625881,35.00710298,2016,2010,1
1401,０　ＣＡＦＥ＋ＩＮＮ,"築地　久
　",簡易宿所,H28.03.02,京都市東山区大和大路通四条下る四丁目小松町５６３番地１３　２階,2016-03-02 00:00:00,135.77524240000002,35.00025913,2016,2010,1
753,ＨＯＵＳＥ　ＯＦ　ＫＹＯＴＯ,"吹上　雅彦
　",簡易宿所,H28.03.03,京都市中京区猪熊通御池下る三坊猪熊町北組３６４番地５,2016-03-03 00:00:00,135.75025292,35.01054423,2016,2010,1
2076,京都鴨川のお宿　たまみ,"玉村　愼治
　",簡易宿所,H28.03.09,京都市下京区二ノ宮町通七条上る下二之宮町439番地,2016-03-09 00:00:00,135.76656864,34.98969611,2016,2010,1
1402,ゲストハウス　十一庵,"株式会社　日本の窓
代表取締役　ルガシ・アブラハム",簡易宿所,H28.03.10,京都市東山区六波羅裏門通三盛町１７０番地１０,2016-03-10 00:00:00,135.77314549,34.99651502,2016,2010,1
1403,ゲストハウス　青竹庵,"株式会社　日本の窓
代表取締役　ルガシ・アブラハム",簡易宿所,H28.03.10,京都市東山区六波羅裏門通三盛町１７０番地９,2016-03-10 00:00:00,135.77314549,34.99651502,2016,2010,1
1404,京いちご,"合同会社　京いちご
代表社員　本間　直人",簡易宿所,H28.03.10,京都市東山区本町六丁目１１番地１,2016-03-10 00:00:00,135.76975442,34.98894901,2016,2010,1
2600,Ｍｏｃｏ　ｈｏｓｔｅｌ,"坂本　隼
　",簡易宿所,H28.03.10,京都市南区西九条御幸田町２４番地３,2016-03-10 00:00:00,135.74955380000003,34.97552763,2016,2010,1
184,二条凰庵,"株式会社　凰庵
代表取締役　川島　永好",簡易宿所,H28.03.10,京都市上京区竹屋町通千本東入主税町１２１５番地１,2016-03-10 00:00:00,135.7468781,35.01709919,2016,2010,1
1405,柚の木庵,"赤﨑　盛久
　",簡易宿所,H28.03.10,京都市東山区三条通白川筋黒谷道西入柚之木町３５６番地,2016-03-10 00:00:00,135.78388579,35.00993332,2016,2010,1
2077,御宿　敬　Guesthouse KEI,"小笠原　恵子
　",簡易宿所,H28.03.11,京都市下京区岩上通綾小路下る雁金町415番地1,2016-03-11 00:00:00,135.75110588,35.00159495,2016,2010,1
1406,ゲストハウス　一葉庵,"北山貿易株式会社
代表取締役　李　文文",簡易宿所,H28.03.11,京都市東山区大和大路通四条下る四丁目小松町５６４番地５２,2016-03-11 00:00:00,135.77536740000002,34.99999804,2016,2010,1
754,蓮華庵Ａ棟,"有限会社　マーフィーズ
取締役　大澤　伸一",簡易宿所,H28.03.14,京都市中京区西ノ京船塚町１２番地２７,2016-03-14 00:00:00,135.73682084,35.01183282,2016,2010,1
1408,京町家スイート利休,"西澤　徹生
　",簡易宿所,H28.03.14,京都市東山区東大路通松原上る三丁目下弁天町61番地4,2016-03-14 00:00:00,135.77788381,34.99995083,2016,2010,1
1407,ゲストハウス　お地蔵屋,"株式会社　日本の窓
代表取締役　ルガシ・アブラハム",簡易宿所,H28.03.14,京都市東山区耳塚通五条下る二丁目蛭子町北組２８２番地１,2016-03-14 00:00:00,135.77423409,35.00358939,2016,2010,1
755,蓮華庵Ｂ棟,"有限会社　マーフィーズ
取締役　大澤　伸一",簡易宿所,H28.03.14,京都市中京区西ノ京船塚町１２番地２６,2016-03-14 00:00:00,135.73682084,35.01183282,2016,2010,1
2601,上方お宿　八条,"有限会社　ワンダーランド
代表取締役　野口　大輔",簡易宿所,H28.03.16,京都市南区東九条上殿田町３４番地１,2016-03-16 00:00:00,135.75894474,34.98255212,2016,2010,1
2078,ＣＡＭＰＴＯＮ　Ⅱ,"ＣＡＭＰＴＯＮ株式会社
代表取締役　小野　暢夫",簡易宿所,H28.03.16,京都市下京区西洞院通六条下る西側町４９２番地，４９３番地,2016-03-16 00:00:00,135.75498077,34.99380395,2016,2010,1
185,心心苑,"株式会社　豊かな気持ち
代表取締役　細野　裕基",簡易宿所,H28.03.16,京都市上京区中筋通大宮西入横大宮町212番地,2016-03-16 00:00:00,135.74804449,35.02925364,2016,2010,1
